CNAE;Ano;Quantidade total
Fabricação de motocicletas;2009;3
Fabricação de motores elétricos, peças e acessórios;2009;2
Fabricação de motores para caminhões e ônibus;2009;1
Fabricação de móveis com predominância de madeira;2009;60
Fabricação de móveis com predominância de metal;2009;14
Fabricação de móveis de outros materiais, exceto madeira e metal;2009;2
Fabricação de obras de caldeiraria pesada;2009;9
Fabricação de óleos vegetais refinados, exceto óleo de milho;2009;1
Fabricação de outras aguardentes e bebidas destiladas;2009;2
Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;2009;61
Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;2009;2
Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;2009;68
Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;2009;8
Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;2009;19
Fabricação de outros artigos de carpintaria para construção;2009;4
Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;2009;15
Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;2009;11
Fabricação de outros produtos alimentícios não especificados anteriormente;2009;22
Fabricação de outros produtos de metal não especificados anteriormente;2009;104
Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;2009;18
Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;2009;6
Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;2009;4
Fabricação de outros produtos químicos não especificados anteriormente;2009;45
Fabricação de outros produtos têxteis não especificados anteriormente;2009;32
Fabricação de painéis e letreiros luminosos;2009;4
Fabricação de papel;2009;5
Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;2009;8
Fabricação de peças e acessórios para o sistema de freios de veículos automotores;2009;4
Fabricação de peças e acessórios para o sistema motor de veículos automotores;2009;14
Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;2009;2
Fabricação de periféricos para equipamentos de informática;2009;6
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;2009;3
Fabricação de pneumáticos e de câmaras-de-ar;2009;1
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;2009;2
Fabricação de produtos cerâmicos refratários;2009;1
Fabricação de produtos de carne;2009;6
Fabricação de produtos de limpeza e polimento;2009;17
Fabricação de produtos de padaria e confeitaria com predominância de produção própria;2009;91
Fabricação de produtos de panificação industrial;2009;21
Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente;2009;4
Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;2009;14
Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;2009;19
Fabricação de produtos de trefilados de metal padronizados;2009;45
Fabricação de produtos de trefilados de metal, exceto padronizados;2009;32
Fabricação de produtos derivados do cacau e de chocolates;2009;4
Fabricação de produtos diversos não especificados anteriormente;2009;26
Fabricação de produtos farmoquímicos;2009;2
Fabricação de produtos petroquímicos básicos;2009;2
Fabricação de produtos químicos orgânicos não especificados anteriormente;2009;5
Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;2009;1
Fabricação de refrigerantes;2009;1
Fabricação de resinas termofixas;2009;3
Fabricação de resinas termoplásticas;2009;10
Fabricação de rolamentos para fins industriais;2009;2
Fabricação de sabões e detergentes sintéticos;2009;14
Fabricação de sorvetes e outros gelados comestíveis;2009;18
Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;2009;10
Fabricação de tecidos de malha;2009;12
Fabricação de tecidos especiais, inclusive artefatos;2009;7
Fabricação de tênis de qualquer material;2009;1
Fabricação de tintas de impressão;2009;2
Fabricação de tintas, vernizes, esmaltes e lacas;2009;61
Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;2009;6
Fabricação de tratores agrícolas, peças e acessórios;2009;2
Fabricação de tubos e acessórios de material plástico para uso na construção;2009;7
Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;2009;15
Fabricação de velas, inclusive decorativas;2009;1
Fabricação de vidro plano e de segurança;2009;10
Facção de peças do vestuário, exceto roupas íntimas;2009;16
Facção de roupas íntimas;2009;2
Facção de roupas profissionais;2009;1
Fiação de fibras artificiais e sintéticas;2009;4
Filmagem de festas e eventos;2009;11
Formação de condutores;2009;108
Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;2009;59
Fornecimento de alimentos preparados preponderantemente para empresas;2009;39
Fornecimento e gestão de recursos humanos para terceiros;2009;5
Fundição de ferro e aço;2009;17
Fundição de metais não-ferrosos e suas ligas;2009;26
Gestão de ativos intangíveis não-financeiros;2009;5
Gestão de instalações de esportes;2009;4
Gestão e administração da propriedade imobiliária;2009;42
Gestão e manutenção de cemitérios;2009;1
Higiene e embelezamento de animais domésticos;2009;14
Holdings de instituições não-financeiras;2009;36
Horticultura, exceto morango;2009;31
Impermeabilização em obras de engenharia civil;2009;3
Impressão de jornais;2009;1
Impressão de livros, revistas e outras publicações periódicas;2009;10
Impressão de material de segurança;2009;5
Impressão de material para outros usos;2009;65
Impressão de material para uso publicitário;2009;12
Imunização e controle de pragas urbanas;2009;28
Incorporação de empreendimentos imobiliários;2009;95
Instalação de máquinas e equipamentos industriais;2009;8
Instalação de outros equipamentos não especificados anteriormente;2009;3
Instalação de painéis publicitários;2009;13
Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;2009;22
Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;2009;28
Instalação e manutenção elétrica;2009;133
Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;2009;4
Instalações de sistema de prevenção contra incêndio;2009;7
Instalações hidráulicas, sanitárias e de gás;2009;33
Instituições de longa permanência para idosos;2009;17
Laboratórios clínicos;2009;10
Laboratórios de anatomia patológica e citológica;2009;3
Laboratórios fotográficos;2009;7
Lanchonetes, casas de chá, de sucos e similares;2009;1210
Limpeza em prédios e em domicílios;2009;41
Locação de aeronaves sem tripulação;2009;1
Locação de automóveis sem condutor;2009;36
Locação de embarcações sem tripulação, exceto para fins recreativos;2009;1
Locação de mão-de-obra temporária;2009;52
Locação de outros meios de transporte não especificados anteriormente, sem condutor;2009;7
Lojas de departamentos ou magazines;2009;61
Lojas de variedades, exceto lojas de departamentos ou magazines;2009;145
Manutenção de aeronaves na pista;2009;1
Manutenção de estações e redes de telecomunicações;2009;3
Manutenção de redes de distribuição de energia elétrica;2009;4
Manutenção e reparação de aeronaves, exceto a manutenção na pista;2009;6
Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;2009;12
Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;2009;5
Manutenção e reparação de compressores;2009;4
Manutenção e reparação de equipamentos de transmissão para fins industriais;2009;2
Manutenção e reparação de equipamentos e instrumentos ópticos;2009;2
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;2009;8
Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;2009;4
Manutenção e reparação de geradores, transformadores e motores elétricos;2009;13
Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;2009;5
Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;2009;10
Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;2009;1
Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;2009;1
Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;2009;3
Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;2009;2
Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;2009;1
Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;2009;5
Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;2009;20
Manutenção e reparação de máquinas motrizes não-elétricas;2009;2
Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;2009;6
Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;2009;2
Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;2009;5
Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;2009;6
Manutenção e reparação de máquinas-ferramenta;2009;15
Manutenção e reparação de motocicletas e motonetas;2009;13
Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;2009;22
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;2009;11
Manutenção e reparação de tratores, exceto agrícolas;2009;2
Manutenção e reparação de válvulas industriais;2009;1
Marketing direto;2009;16
Medição de consumo de energia elétrica, gás e água;2009;2
Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;2009;14
